DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
1004333.19,0,0,0,0,0,0,0,0,0,0,
1004323.01,0.08,0,0.06,0.01,0,0,0,0,0,0,
1004312.83,0,0,0,0,0,0,0,0,0,0,
1004302.66,0,0,0,0,0,0,0,0,0,0,
1004292.48,0,0,0,0,0,0,0,0,0,0,
1004282.31,0,0,0,0,0,0,0,0,0,0,
1004272.13,0,0,0,0,0,0,0,0,0,0,
1004261.95,0,0,0.01,0,0,0,0,0,0,0,
1004251.78,0,0,0,0,0,0,0,0,0,0,
1004241.60,0,0,0,0,0,0,0,0,0,0,
1004231.42,0,0,0,0,0,0,0,0,0,0,
1004221.24,0,0,0,0,0,0,0,0,0,0,
1004211.07,0,0,0,0.01,0,0,0,0,0,0,
1004200.89,0,0,0.01,0,0,0,0,0,0,0,
1004190.71,0,0,0,0,0,0,0,0,0,0,
1004180.54,0.03,0,0,0,0,0,0,0,0,0,
1004170.36,0,0,0.01,0,0,0,0,0,0,0,
1004160.19,0.01,0,0.01,0,0,0,0,0,0,0,
1004150.01,0.1,0,0.06,0.02,0,0,0,0,0,0,
1004139.84,0,0,0,0,0,0,0,0,0,0,
1004129.66,0,0,0,0,0,0,0,0,0,0,
1004119.48,0,0,0,0,0,0,0,0,0,0,
1004109.30,0,0,0,0,0,0,0,0,0,0,
1004099.13,0.07,0,0.04,0.02,0,0,0,0,0,0,
1004088.95,0,0,0,0,0,0,0,0,0,0,
1004078.77,0,0,0.01,0.01,0,0,0,0,0,0,
1004068.60,0.04,0,0.03,0.01,0,0,0,0,0,0,
1004058.42,0,0,0,0,0,0,0,0,0,0,
1004048.24,0,0,0,0,0,0,0,0,0,0,
1004038.06,0,0,0,0,0,0,0,0,0,0,
1004027.88,0.01,0,0,0.01,0,0,0,0,0,0,
1004017.70,0,0,0,0,0,0,0,0,0,0,
1004007.52,0,0,0,0.01,0,0,0,0,0,0,
1003997.34,0,0,0,0,0,0,0,0,0,0,
1003987.16,0,0,0,0,0,0,0,0,0,0,
1003976.99,0,0,0,0,0,0,0,0,0,0,
1003966.81,0,0,0,0,0,0,0,0,0,0,
1003956.63,0,0,0,0,0,0,0,0,0,0,
1003946.46,0,0,0,0,0,0,0,0,0,0,
1003936.28,0,0,0,0,0,0,0,0,0,0,
1003926.10,0,0,0,0,0,0,0,0,0,0,
1003915.92,0,0,0,0,0,0,0,0,0,0,
1003905.75,0,0,0,0.01,0,0,0,0,0,0,
1003895.57,0,0,0,0,0,0,0,0,0,0,
1003885.39,0,0,0,0,0,0,0,0,0,0,
1003875.22,0,0,0,0,0,0,0,0,0,0,
1003865.04,0,0,0,0.01,0,0,0,0,0,0,
1003854.87,0,0,0,0,0,0,0,0,0,0,
1003844.69,0,0,0,0,0,0,0,0,0,0,
1003834.51,0,0,0.01,0.01,0,0,0,0,0,0,
1003824.33,0,0,0,0.01,0,0,0,0,0,0,
1003814.16,0,0,0,0,0,0,0,0,0,0,
1003803.98,0.01,0,0.01,0.01,0,0,0,0,0,0,
1003793.80,0,0,0,0,0,0,0,0,0,0,
1003783.63,0,0,0,0,0,0,0,0,0,0,
1003773.45,0,0,0,0,0,0,0,0,0,0,
1003763.27,0,0,0,0,0,0,0,0,0,0,
1003753.09,0.01,0,0,0.01,0,0,0,0,0,0,
1003742.92,0,0,0,0.01,0,0,0,0,0,0,
1003732.74,0,0,0,0,0,0,0,0,0,0,
1003722.57,0,0,0,0,0,0,0,0,0,0,
1003712.39,0.05,0,0.03,0.03,0,0,0,0,0,0,
1003702.21,0.03,0,0,0,0,0,0,0,0,0,
1003692.04,0,0,0,0,0,0,0,0,0,0,
1003681.86,0,0,0,0,0,0,0,0,0,0,
1003671.68,0,0,0,0,0,0,0,0,0,0,
1003661.50,0.01,0,0.01,0.01,0,0,0,0,0,0,
1003651.33,0.16,0,0.22,0.04,0,0,0,0,0,0,
1003641.15,0,0,0,0.01,0,0,0,0,0,0,
1003630.97,0,0,0,0,0,0,0,0,0,0,
1003620.80,0.03,0,0,0.01,0,0,0,0,0,0,
1003610.62,0,0,0,0,0,0,0,0,0,0,
1003600.44,0,0,0,0,0,0,0,0,0,0,
1003590.27,0,0,0,0.01,0,0,0,0,0,0,
1003580.09,0.06,0,0.03,0,0,0,0,0,0,0,
1003569.91,0,0,0,0.01,0,0,0,0,0,0,
1003559.73,0,0,0,0.01,0,0,0,0,0,0,
1003549.55,0,0,0,0,0,0,0,0,0,0,
1003539.38,0,0,0,0,0,0,0,0,0,0,
1003529.20,0.14,0,0.04,0.01,0,0,0,0,0,0,
1003519.03,0.04,0,0.04,0.03,0,0,0,0,0,0,
1003508.85,0,0,0,0.01,0,0,0,0,0,0,
1003498.67,0,0,0,0.01,0,0,0,0,0,0,
1003488.49,0,0,0,0,0,0,0,0,0,0,
1003478.32,0,0,0,0,0,0,0,0,0,0,
1003468.14,0,0,0,0,0,0,0,0,0,0,
1003457.96,0,0,0,0,0,0,0,0,0,0,
1003447.79,0,0,0.01,0.01,0,0,0,0,0,0,
1003437.61,0,0,0,0,0,0,0,0,0,0,
1003427.43,0,0,0,0,0,0,0,0,0,0,
1003417.25,0,0,0,0,0,0,0,0,0,0,
1003407.07,0.19,0,0.1,0.01,0,0,0,0,0,0,
1003396.89,0,0,0,0.01,0,0,0,0,0,0,
1003386.72,0,0,0,0,0,0,0,0,0,0,
1003376.54,0,0,0,0,0,0,0,0,0,0,
1003366.36,0,0,0,0,0,0,0,0,0,0,
1003356.19,0,0,0,0,0,0,0,0,0,0,
1003346.01,0,0,0,0.01,0,0,0,0,0,0,
1003335.83,0,0,0,0,0,0,0,0,0,0,
1003325.65,0,0,0,0,0,0,0,0,0,0,
1003315.48,0,0,0,0,0,0,0,0,0,0,
1003305.30,0,0,0,0.01,0,0,0,0,0,0,
1003295.12,0,0,0,0,0,0,0,0,0,0,
1003284.95,0,0,0,0,0,0,0,0,0,0,
1003274.77,0,0,0,0,0,0,0,0,0,0,
1003264.59,0,0,0,0,0,0,0,0,0,0,
1003254.41,0.01,0,0,0.01,0,0,0,0,0,0,
1003244.24,0.01,0,0,0.01,0,0,0,0,0,0,
1003234.06,0,0,0,0,0,0,0,0,0,0,
1003223.88,0,0,0,0,0,0,0,0,0,0,
1003213.70,0.02,0,0,0,0,0,0,0,0,0,
1003203.52,0,0,0,0,0,0,0,0,0,0,
1003193.35,0,0,0,0.01,0,0,0,0,0,0,
1003183.17,0,0,0,0,0,0,0,0,0,0,
1003172.99,0.29,0,0.13,0,0,0,0,0,0,0,
1003162.81,0.02,0,0.02,0.01,0,0,0,0,0,0,
1003152.64,0,0,0,0.01,0,0,0,0,0,0,
1003142.46,0.01,0,0,0.01,0,0,0,0,0,0,
1003132.28,0,0,0,0,0,0,0,0,0,0,
1003122.10,0.03,0,0,0.01,0,0,0,0,0,0,
1003111.93,0,0,0,0,0,0,0,0,0,0,
1003101.75,0.35,0.01,0.17,0.03,0,0,0,0,0,0,
1003091.57,0.01,0,0,0.01,0,0,0,0,0,0,
1003081.40,0,0,0,0,0,0,0,0,0,0,
1003071.22,0,0,0,0,0,0,0,0,0,0,
1003061.04,0,0,0,0.01,0,0,0,0,0,0,
1003050.86,0,0,0,0.01,0,0,0,0,0,0,
1003040.69,0,0,0,0.01,0,0,0,0,0,0,
1003030.51,0.78,0.01,0.86,0.06,0,0,0,0,0,0,
1003020.33,0.05,0,0.03,0.01,0,0,0,0,0,0,
1003010.15,0,0,0,0,0,0,0,0,0,0,
1002999.98,0,0,0,0,0,0,0,0,0,0,
1002989.80,0,0,0,0,0,0,0,0,0,0,
1002979.62,0.02,0,0,0,0,0,0,0,0,0,
1002969.44,0.01,0,0,0,0,0,0,0,0,0,
1002959.27,0,0,0,0,0,0,0,0,0,0,
1002949.09,0,0,0,0,0,0,0,0,0,0,
1002938.91,0.01,0,0.01,0.01,0,0,0,0,0,0,
1002928.74,0,0,0,0.01,0,0,0,0,0,0,
1002918.56,0.02,0,0,0.01,0,0,0,0,0,0,
1002908.38,0,0,0,0.02,0,0,0,0,0,0,
1002898.20,0,0,0,0,0,0,0,0,0,0,
1002888.03,0,0,0.04,0.01,0,0,0,0,0,0,
1002877.84,0,0,0,0.03,0,0,0,0,0,0,
1002867.66,0,0,0,0.01,0,0,0,0,0,0,
1002857.48,0.08,0,0.1,0.04,0,0,0,0,0,0,
1002847.31,0.18,0.01,0.16,0.04,0,0,0,0,0,0,
1002837.13,1.64,0.02,1.5,0.32,0,0,0,0,0,0,
1002826.95,0.01,0,0,0.04,0,0,0,0,0,0,
1002816.78,0.72,0.02,0.4,0.12,0,0,0,0,0,0,
1002806.60,2.02,0.04,1.42,0.43,0,0,0,0,0,0,
1002796.42,0,0,0,0,0,0,0,0,0,0,
1002786.25,0,0,0,0.01,0,0,0,0,0,0,
1002776.07,0,0,0,0,0,0,0,0,0,0,
1002765.89,0,0,0,0,0,0,0,0,0,0,
1002755.72,0.01,0,0,0,0,0,0,0,0,0,
1002745.54,0,0,0,0,0,0,0,0,0,0,
1002735.36,0,0,0,0,0,0,0,0,0,0,
1002725.18,0,0,0,0.01,0,0,0,0,0,0,
1002715.01,0.2,0,0.12,0.01,0,0,0,0,0,0,
1002704.83,0,0,0,0.01,0,0,0,0,0,0,
1002694.65,0,0,0,0,0,0,0,0,0,0,
1002684.48,0,0,0,0.01,0,0,0,0,0,0,
1002674.30,0,0,0,0.02,0,0,0,0,0,0,
1002664.12,0,0,0,0.01,0,0,0,0,0,0,
1002653.95,0,0,0,0,0,0,0,0,0,0,
1002643.77,0,0,0,0,0,0,0,0,0,0,
1002633.59,0,0,0,0.01,0,0,0,0,0,0,
1002623.41,0,0,0,0.04,0,0,0,0,0,0,
1002613.23,0,0,0,0.01,0,0,0,0,0,0,
1002603.06,0,0,0,0.01,0,0,0,0,0,0,
1002592.88,0,0,0,0.01,0,0,0,0,0,0,
1002582.70,0.16,0,0.22,0.07,0,0,0,0,0,0,
1002572.52,0,0,0,0,0,0,0,0,0,0,
1002562.34,0.01,0,0,0.01,0,0,0,0,0,0,
1002552.17,0,0,0,0,0,0,0,0,0,0,
1002541.99,0,0,0,0,0,0,0,0,0,0,
1002531.81,0.01,0,0.02,0.04,0,0,0,0,0,0,
1002521.63,0.01,0,0.01,0.01,0,0,0,0,0,0,
1002511.46,6.72,0.1,5.66,1.36,0,0,0,0,0,0,
1002501.28,0,0,0,0.01,0,0,0,0,0,0,
1002491.10,0,0,0,0.01,0,0,0,0,0,0,
1002480.92,0.19,0,0.57,0.09,0,0,0,0,0,0,
1002470.75,0,0,0.01,0,0,0,0,0,0,0,
1002460.57,0,0,0,0,0,0,0,0,0,0,
1002450.39,0,0,0,0,0,0,0,0,0,0,
1002440.21,0,0,0,0,0,0,0,0,0,0,
1002430.04,0,0,0,0,0,0,0,0,0,0,
1002419.86,0,0,0,0,0,0,0,0,0,0,
1002409.68,0,0,0,0,0,0,0,0,0,0,
1002399.51,0,0,0,0,0,0,0,0,0,0,
1002389.33,0,0,0,0,0,0,0,0,0,0,
1002379.15,0,0,0,0.01,0,0,0,0,0,0,
1002368.98,0,0,0,0,0,0,0,0,0,0,
1002358.80,0,0,0,0,0,0,0,0,0,0,
1002348.62,0,0,0,0,0,0,0,0,0,0,
1002338.44,0,0,0,0,0,0,0,0,0,0,
1002328.26,0,0,0.01,0,0,0,0,0,0,0,
1002318.09,0.07,0,0.1,0,0,0,0,0,0,0,
1002307.91,0,0,0,0,0,0,0,0,0,0,
1002297.73,0,0,0,0,0,0,0,0,0,0,
1002287.56,0.02,0,0,0,0,0,0,0,0,0,
1002277.38,0,0,0,0,0,0,0,0,0,0,
1002267.20,0,0,0,0,0,0,0,0,0,0,
1002257.03,0,0,0,0,0,0,0,0,0,0,
1002246.85,0,0,0,0,0,0,0,0,0,0,
1002236.67,0,0,0,0,0,0,0,0,0,0,
1002226.49,0,0,0,0,0,0,0,0,0,0,
1002216.32,0,0,0.01,0.01,0,0,0,0,0,0,
1002206.14,0,0,0,0.01,0,0,0,0,0,0,
1002195.96,0,0,0,0,0,0,0,0,0,0,
1002185.79,0.01,0,0.02,0.01,0,0,0,0,0,0,
1002175.61,0,0,0,0,0,0,0,0,0,0,
1002165.43,0,0,0,0.01,0,0,0,0,0,0,
1002155.25,0,0,0.01,0.01,0,0,0,0,0,0,
1002145.08,0.02,0,0,0.01,0,0,0,0,0,0,
1002134.90,0.07,0,0.01,0.01,0,0,0,0,0,0,
1002124.72,0.11,0,0.11,0.02,0,0,0,0,0,0,
1002114.54,0,0,0,0.01,0,0,0,0,0,0,
1002104.37,0,0,0.03,0,0,0,0,0,0,0,
1002094.19,0.1,0,0.08,0.03,0,0,0,0,0,0,
1002084.01,0,0,0,0.01,0,0,0,0,0,0,
1002073.84,0,0,0,0,0,0,0,0,0,0,
1002063.66,0,0,0,0.01,0,0,0,0,0,0,
1002053.48,0.02,0,0.01,0,0,0,0,0,0,0,
1002043.31,0.1,0,0.02,0.01,0,0,0,0,0,0,
1002033.13,0,0,0,0,0,0,0,0,0,0,
1002022.95,0.04,0,0.01,0.01,0,0,0,0,0,0,
1002012.77,0,0,0,0,0,0,0,0,0,0,
1002002.60,0,0,0,0.01,0,0,0,0,0,0,
1001992.42,0,0,0.01,0.02,0,0,0,0,0,0,
1001982.24,0,0,0.01,0,0,0,0,0,0,0,
1001972.07,0,0,0,0,0,0,0,0,0,0,
1001961.89,0,0,0,0.03,0,0,0,0,0,0,
1001951.71,0,0,0,0,0,0,0,0,0,0,
1001941.53,0.54,0,0.61,0.04,0,0,0,0,0,0,
1001931.36,0,0,0,0,0,0,0,0,0,0,
1001921.18,0.02,0,0,0,0,0,0,0,0,0,
1001911.00,0.07,0,0.03,0.01,0,0,0,0,0,0,
1001900.83,0,0,0,0,0,0,0,0,0,0,
1001890.65,0,0,0,0.01,0,0,0,0,0,0,
1001880.47,0.01,0,0,0,0,0,0,0,0,0,
1001870.30,0,0,0,0,0,0,0,0,0,0,
1001860.12,0.01,0,0,0,0,0,0,0,0,0,
1001849.94,0,0,0,0,0,0,0,0,0,0,
1001839.77,0.01,0,0,0,0,0,0,0,0,0,
1001829.59,0,0,0.03,0.02,0,0,0,0,0,0,
1001819.41,0.03,0,0.06,0.01,0,0,0,0,0,0,
1001809.23,0,0,0,0,0,0,0,0,0,0,
1001799.06,0,0,0,0.01,0,0,0,0,0,0,
1001788.88,0,0,0,0,0,0,0,0,0,0,
1001778.70,0,0,0.01,0,0,0,0,0,0,0,
1001768.52,0,0,0,0.01,0,0,0,0,0,0,
1001758.35,0,0,0,0,0,0,0,0,0,0,
1001748.17,0,0,0,0,0,0,0,0,0,0,
1001737.99,0,0,0.01,0,0,0,0,0,0,0,
1001727.82,0,0,0.01,0.01,0,0,0,0,0,0,
1001717.64,0,0,0,0,0,0,0,0,0,0,
1001707.46,0,0,0,0,0,0,0,0,0,0,
1001697.29,0.04,0,0.04,0.04,0,0,0,0,0,0,
1001687.11,0,0,0,0.01,0,0,0,0,0,0,
1001676.93,0,0,0,0.01,0,0,0,0,0,0,
1001666.75,0,0,0.01,0,0,0,0,0,0,0,
1001656.57,0.01,0,0.03,0.01,0,0,0,0,0,0,
1001646.40,0,0,0,0,0,0,0,0,0,0,
1001636.22,0,0,0,0,0,0,0,0,0,0,
1001626.04,0,0,0,0,0,0,0,0,0,0,
1001615.86,0,0,0,0,0,0,0,0,0,0,
1001605.69,0,0,0,0,0,0,0,0,0,0,
1001595.51,0,0,0.01,0,0,0,0,0,0,0,
1001585.33,0,0,0,0,0,0,0,0,0,0,
1001575.16,0,0,0,0.02,0,0,0,0,0,0,
1001564.98,0,0,0,0,0,0,0,0,0,0,
1001554.80,0.01,0,0,0.01,0,0,0,0,0,0,
1001544.62,0.01,0,0,0.01,0,0,0,0,0,0,
1001534.45,0,0,0,0,0,0,0,0,0,0,
1001524.27,0,0,0,0,0,0,0,0,0,0,
1001514.09,0.06,0,0.03,0.01,0,0,0,0,0,0,
1001503.91,0.01,0,0,0.01,0,0,0,0,0,0,
1001493.72,0,0,0,0,0,0,0,0,0,0,
1001483.55,0,0,0,0,0,0,0,0,0,0,
1001473.37,0,0,0,0.01,0,0,0,0,0,0,
1001463.19,0,0,0,0.01,0,0,0,0,0,0,
1001453.01,0,0,0,0,0,0,0,0,0,0,
1001442.84,0,0,0.01,0,0,0,0,0,0,0,
1001432.66,0,0,0,0,0,0,0,0,0,0,
1001422.48,0,0,0,0.01,0,0,0,0,0,0,
1001412.31,0,0,0,0,0,0,0,0,0,0,
1001402.13,0,0,0,0.01,0,0,0,0,0,0,
1001391.95,0,0,0,0,0,0,0,0,0,0,
1001381.78,0,0,0,0,0,0,0,0,0,0,
1001371.60,0,0,0,0.02,0,0,0,0,0,0,
1001361.42,0,0,0,0.01,0,0,0,0,0,0,
1001351.25,0,0,0.01,0.02,0,0,0,0,0,0,
1001341.07,0,0,0,0,0,0,0,0,0,0,
1001330.89,0.3,0,0.56,0.09,0,0,0,0,0,0,
1001320.72,0.02,0,0,0,0,0,0,0,0,0,
1001310.54,0.01,0,0.01,0,0,0,0,0,0,0,
1001300.36,0.03,0,0.04,0.01,0,0,0,0,0,0,
1001290.19,0.06,0,0.04,0.02,0,0,0,0,0,0,
1001280.01,0.01,0,0.02,0.01,0,0,0,0,0,0,
1001269.83,0,0,0,0,0,0,0,0,0,0,
1001259.65,0,0,0,0.01,0,0,0,0,0,0,
1001249.48,0,0,0.01,0.01,0,0,0,0,0,0,
1001239.30,0,0,0,0,0,0,0,0,0,0,
1001229.13,0,0,0.01,0,0,0,0,0,0,0,
1001218.95,0,0,0,0.01,0,0,0,0,0,0,
1001208.77,0.02,0,0.03,0.01,0,0,0,0,0,0,
1001198.60,0,0,0,0,0,0,0,0,0,0,
1001188.42,0,0,0,0,0,0,0,0,0,0,
1001178.24,0,0,0,0.01,0,0,0,0,0,0,
1001168.06,0.55,0,0.33,0.01,0,0,0,0,0,0,
1001157.89,0,0,0.01,0.02,0,0,0,0,0,0,
1001147.71,0.03,0,0.04,0.03,0,0,0,0,0,0,
1001137.53,0,0,0,0,0,0,0,0,0,0,
1001127.36,0,0,0,0.01,0,0,0,0,0,0,
1001117.18,0,0,0,0.01,0,0,0,0,0,0,
1001107.00,0.03,0,0.02,0.03,0,0,0,0,0,0,
1001096.82,0.45,0.01,0.36,0.06,0,0,0,0,0,0,
1001086.65,0,0,0,0.01,0,0,0,0,0,0,
1001076.47,0,0,0,0,0,0,0,0,0,0,
1001066.29,0,0,0,0.01,0,0,0,0,0,0,
1001056.12,0,0,0.02,0.01,0,0,0,0,0,0,
1001045.94,0,0,0,0.01,0,0,0,0,0,0,
1001035.76,0,0,0,0,0,0,0,0,0,0,
1001025.59,0.05,0,0.01,0.01,0,0,0,0,0,0,
1001015.41,0,0,0,0,0,0,0,0,0,0,
1001005.23,0,0,0,0,0,0,0,0,0,0,
1000995.05,0,0,0,0,0,0,0,0,0,0,
1000984.88,0,0,0,0.01,0,0,0,0,0,0,
1000974.70,0,0,0,0,0,0,0,0,0,0,
1000964.52,0,0,0,0,0,0,0,0,0,0,
1000954.34,0,0,0,0.03,0,0,0,0,0,0,
1000944.17,0,0,0,0.01,0,0,0,0,0,0,
1000933.99,0.01,0,0,0.01,0,0,0,0,0,0,
1000923.81,0.01,0,0,0.03,0,0,0,0,0,0,
1000913.64,0,0,0,0,0,0,0,0,0,0,
1000903.46,0.02,0,0.01,0.01,0,0,0,0,0,0,
1000893.28,0,0,0.03,0.01,0,0,0,0,0,0,
1000883.11,0.03,0,0.01,0.03,0,0,0,0,0,0,
1000872.93,0.09,0,0.04,0.04,0,0,0,0,0,0,
1000862.75,0,0,0.01,0.06,0,0,0,0,0,0,
1000852.58,0.12,0.01,0.03,0.05,0,0,0,0,0,0,
1000842.40,0.03,0.01,0.01,0.03,0,0,0,0,0,0,
1000832.22,1.7,0.03,1.28,0.43,0,0,0,0,0,0,
1000822.04,2.71,0.06,2.96,0.74,0,0,0,0,0,0,
1000811.87,2.55,0.04,2.2,0.57,0,0,0,0,0,0,
1000801.69,0,0,0,0.01,0,0,0,0,0,0,
1000791.51,2.33,0.03,1.82,0.47,0,0,0,0,0,0,
1000781.34,0,0,0,0,0,0,0,0,0,0,
1000771.16,0,0,0,0,0,0,0,0,0,0,
1000760.98,0,0,0.03,0.01,0,0,0,0,0,0,
1000750.80,0,0,0,0.01,0,0,0,0,0,0,
1000740.62,0,0,0.01,0.01,0,0,0,0,0,0,
1000730.45,0.01,0,0,0,0,0,0,0,0,0,
1000720.27,0,0,0,0,0,0,0,0,0,0,
1000710.09,0,0,0,0.01,0,0,0,0,0,0,
1000699.91,0,0,0,0,0,0,0,0,0,0,
1000689.74,0,0,0,0.01,0,0,0,0,0,0,
1000679.56,0,0,0,0.01,0,0,0,0,0,0,
1000669.38,0,0,0,0,0,0,0,0,0,0,
1000659.20,0,0,0,0,0,0,0,0,0,0,
1000649.03,0,0,0,0,0,0,0,0,0,0,
1000638.85,0,0,0,0.03,0,0,0,0,0,0,
1000628.67,0.02,0,0.04,0.02,0,0,0,0,0,0,
1000618.50,0,0,0,0,0,0,0,0,0,0,
1000608.31,0,0,0,0.03,0,0,0,0,0,0,
1000598.14,0.02,0,0,0.01,0,0,0,0,0,0,
1000587.96,0.21,0.01,0.06,0.04,0,0,0,0,0,0,
1000577.78,0.07,0,0.01,0.03,0,0,0,0,0,0,
1000567.61,0,0,0,0,0,0,0,0,0,0,
1000557.43,0.01,0,0,0,0,0,0,0,0,0,
1000547.25,0,0,0,0.01,0,0,0,0,0,0,
1000537.08,0.76,0.01,0.41,0.1,0,0,0,0,0,0,
1000526.90,0,0,0,0.01,0,0,0,0,0,0,
1000516.72,0,0,0,0,0,0,0,0,0,0,
1000506.55,0,0,0.03,0.1,0,0,0,0,0,0,
1000496.37,0,0,0,0,0,0,0,0,0,0,
1000486.19,0,0,0,0.01,0,0,0,0,0,0,
1000476.01,0,0,0,0.01,0,0,0,0,0,0,
1000465.84,0,0,0,0,0,0,0,0,0,0,
1000455.66,0,0,0,0.01,0,0,0,0,0,0,
1000445.48,0,0,0,0.01,0,0,0,0,0,0,
1000435.30,1.48,0.02,2.87,0.49,0,0,0,0,0,0,
1000425.13,0.1,0,0.04,0.02,0,0,0,0,0,0,
1000414.95,0,0,0,0,0,0,0,0,0,0,
1000404.77,0,0,0,0.01,0,0,0,0,0,0,
1000394.60,0.01,0,0,0.01,0,0,0,0,0,0,
1000384.42,0.01,0,0,0,0,0,0,0,0,0,
1000374.25,0,0,0.01,0,0,0,0,0,0,0,
1000364.07,0,0,0,0,0,0,0,0,0,0,
1000353.89,0,0,0,0.02,0,0,0,0,0,0,
1000343.71,0,0,0,0.01,0,0,0,0,0,0,
1000333.54,0.01,0,0,0.01,0,0,0,0,0,0,
1000323.36,0,0,0,0.01,0,0,0,0,0,0,
1000313.18,0.2,0,0.19,0,0,0,0,0,0,0,
1000303.00,0,0,0,0.01,0,0,0,0,0,0,
1000292.83,0,0,0,0.01,0,0,0,0,0,0,
1000282.65,0.03,0,0,0,0,0,0,0,0,0,
1000272.47,0,0,0,0.01,0,0,0,0,0,0,
1000262.30,0,0,0.01,0.01,0,0,0,0,0,0,
1000252.12,0.05,0,0.02,0.01,0,0,0,0,0,0,
1000241.94,0.01,0,0.01,0.03,0,0,0,0,0,0,
1000231.76,0.03,0,0,0.03,0,0,0,0,0,0,
1000221.59,0.01,0,0,0.01,0,0,0,0,0,0,
1000211.41,0,0,0,0.01,0,0,0,0,0,0,
1000201.23,0,0,0,0.01,0,0,0,0,0,0,
1000191.05,0.01,0,0,0.01,0,0,0,0,0,0,
1000180.88,0.03,0,0,0.01,0,0,0,0,0,0,
1000170.70,0,0,0,0.03,0,0,0,0,0,0,
1000160.52,0,0,0,0,0,0,0,0,0,0,
1000150.34,0,0,0,0.01,0,0,0,0,0,0,
1000140.17,0.1,0,0.06,0.03,0,0,0,0,0,0,
1000129.99,0.01,0,0,0.01,0,0,0,0,0,0,
1000119.82,0.03,0.01,0.04,0.06,0,0,0,0,0,0,
1000109.64,0,0,0,0.02,0,0,0,0,0,0,
1000099.46,0.72,0.01,0.56,0.1,0,0,0,0,0,0,
1000089.29,0.04,0,0.03,0.04,0,0,0,0,0,0,
1000079.11,0,0,0,0.01,0,0,0,0,0,0,
1000068.93,0.03,0,0.02,0.01,0,0,0,0,0,0,
1000058.75,0,0,0.01,0.02,0,0,0,0,0,0,
1000048.58,0.05,0,0.03,0.01,0,0,0,0,0,0,
1000038.40,0,0,0,0,0,0,0,0,0,0,
1000028.22,0,0,0,0,0,0,0,0,0,0,
1000018.04,0.04,0,0.04,0.07,0,0,0,0,0,0,
1000007.87,0.03,0,0,0.01,0,0,0,0,0,0,
999997.69,0,0,0,0,0,0,0,0,0,0,
999987.51,0,0,0,0.02,0,0,0,0,0,0,
999977.34,0,0,0,0,0,0,0,0,0,0,
999967.16,0,0,0.01,0.01,0,0,0,0,0,0,
999956.98,0,0,0,0,0,0,0,0,0,0,
999946.80,0,0,0,0,0,0,0,0,0,0,
999936.63,0,0,0,0.03,0,0,0,0,0,0,
999926.45,0.02,0,0.01,0.04,0,0,0,0,0,0,
999916.27,0.01,0,0.01,0.06,0,0,0,0,0,0,
999906.09,1.2,0.02,1.07,0.25,0,0,0,0,0,0,
999895.92,22.2,0.22,14.83,2.52,0,0,0,0,0,0,
999885.74,0,0,0,0,0,0,0,0,0,0,
999875.56,0,0,0,0,0,0,0,0,0,0,
999865.39,0.03,0,0,0,0,0,0,0,0,0,
999855.21,0.01,0,0,0,0,0,0,0,0,0,
999845.03,0.04,0,0.03,0.01,0,0,0,0,0,0,
999834.86,0.13,0,0.12,0.03,0,0,0,0,0,0,
999824.68,0.01,0,0.03,0.04,0,0,0,0,0,0,
999814.50,0.01,0,0.03,0.03,0,0,0,0,0,0,
999804.32,0,0,0.01,0.02,0,0,0,0,0,0,
999794.14,0,0,0,0.01,0,0,0,0,0,0,
999783.97,0,0,0,0,0,0,0,0,0,0,
999773.79,0.01,0,0,0.01,0,0,0,0,0,0,
999763.61,0,0,0,0,0,0,0,0,0,0,
999753.44,0,0,0,0,0,0,0,0,0,0,
999743.26,0,0,0,0,0,0,0,0,0,0,
999733.08,0,0,0,0,0,0,0,0,0,0,
999722.90,0,0,0,0,0,0,0,0,0,0,
999712.72,0,0,0,0,0,0,0,0,0,0,
999702.55,0.04,0,0.01,0.02,0,0,0,0,0,0,
999692.37,0,0,0,0,0,0,0,0,0,0,
999682.19,0,0,0,0,0,0,0,0,0,0,
999672.02,0.02,0,0.01,0.02,0,0,0,0,0,0,
999661.84,0.01,0,0,0,0,0,0,0,0,0,
999651.66,0.01,0,0.01,0,0,0,0,0,0,0,
999641.48,0.03,0,0.01,0.01,0,0,0,0,0,0,
999631.31,0,0,0,0,0,0,0,0,0,0,
999621.13,0,0,0,0,0,0,0,0,0,0,
999610.95,0.02,0,0.01,0.01,0,0,0,0,0,0,
999600.78,0,0,0,0.01,0,0,0,0,0,0,
999590.60,0,0,0,0.01,0,0,0,0,0,0,
999580.42,0,0,0,0,0,0,0,0,0,0,
999570.25,0.01,0,0,0.02,0,0,0,0,0,0,
999560.07,0,0,0,0,0,0,0,0,0,0,
999549.89,0,0,0.01,0.01,0,0,0,0,0,0,
999539.71,0.07,0,0.01,0.01,0,0,0,0,0,0,
999529.54,0.07,0,0.06,0.01,0,0,0,0,0,0,
999519.36,0,0,0,0,0,0,0,0,0,0,
